type;statut;adresse;arrondissement;horaire;acces_pmr;relais_bebe;url_fiche_equipement;geo_shape;geo_point_2d_lat;geo_point_2d_long
SANISETTE;;61  BOULEVARD DE LA VILLETTE;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3721835445606887, 48.87619604525082]], ""type"": ""MultiPoint""}";48.87619604525082;2.3721835445606887
SANISETTE;;face au 28 RUE DU GENERAL GUILHEM;75011;6 h - 1 h;Oui;;;"{""coordinates"": [[2.379051392752782, 48.86230061990073]], ""type"": ""MultiPoint""}";48.86230061990073;2.379051392752782
SANISETTE;;3  RUE DE MONTREUIL;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3840379632151083, 48.850431570799614]], ""type"": ""MultiPoint""}";48.850431570799614;2.3840379632151083
SANISETTE;;2  RUE FERNAND FOUREAU;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4112693977729287, 48.8461981514924]], ""type"": ""MultiPoint""}";48.8461981514924;2.4112693977729287
SANISETTE;;8  RUE DE LYON;75012;6 h - 1 h;Oui;;;"{""coordinates"": [[2.371775891494072, 48.84745150202467]], ""type"": ""MultiPoint""}";48.84745150202467;2.371775891494072
SANISETTE;;opposé au 17 BOULEVARD AUGUSTE BLANQUI;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3533725291966143, 48.83062624643756]], ""type"": ""MultiPoint""}";48.83062624643756;2.3533725291966143
SANISETTE;;2  BOULEVARD JOURDAN;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3443350242089807, 48.8189867194518]], ""type"": ""MultiPoint""}";48.8189867194518;2.3443350242089807
SANISETTE;;88  AVENUE DU MAINE;75014;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3223383620513176, 48.83811061304954]], ""type"": ""MultiPoint""}";48.83811061304954;2.3223383620513176
TOILETTES;;COULEE VERTE RENE DUMONT - PROMENADE DE LA RUE DU SAHEL;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-charles-peguy-2575;"{""coordinates"": [[2.402205289443235, 48.84100586255154]], ""type"": ""MultiPoint""}";48.84100586255154;2.402205289443235
TOILETTES;;BOIS DE BOULOGNE - JARDIN DU PRE CATELAN;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.252324088204249, 48.86561743162808]], ""type"": ""MultiPoint""}";48.86561743162808;2.252324088204249
TOILETTES;;SQUARE GUSTAVE MESUREUR;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-gustave-mesureur-2525;"{""coordinates"": [[2.3625286284343625, 48.83375567644586]], ""type"": ""MultiPoint""}";48.83375567644586;2.3625286284343625
TOILETTES;;SQUARE EMMANUEL FLEURY;75020;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/square-emmanuel-fleury-2720;"{""coordinates"": [[2.4112649493156333, 48.87081299107256]], ""type"": ""MultiPoint""}";48.87081299107256;2.4112649493156333
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.3836409649221526, 48.88182476692079]], ""type"": ""MultiPoint""}";48.88182476692079;2.3836409649221526
TOILETTES;;JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-tino-rossi-1786;"{""coordinates"": [[2.3591336590526026, 48.848243477955684]], ""type"": ""MultiPoint""}";48.848243477955684;2.3591336590526026
SANISETTE;;face au 55 BOULEVARD DE VAUGIRARD;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3164276371957278, 48.8409122311636]], ""type"": ""MultiPoint""}";48.8409122311636;2.3164276371957278
SANISETTE;;25  AVENUE DE CLICHY;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.326343623788682, 48.88565931519142]], ""type"": ""MultiPoint""}";48.88565931519142;2.326343623788682
SANISETTE;;135  AVENUE DE CLICHY;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3196701030695492, 48.89080735250062]], ""type"": ""MultiPoint""}";48.89080735250062;2.3196701030695492
SANISETTE;;face au 52 BOULEVARD DE ROCHECHOUART;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.345906182814395, 48.88324708107191]], ""type"": ""MultiPoint""}";48.88324708107191;2.345906182814395
SANISETTE;;RUE HENRI HUCHARD;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3341640886753208, 48.898997853477596]], ""type"": ""MultiPoint""}";48.898997853477596;2.3341640886753208
SANISETTE;;115  RUE SAINT MARTIN;75004;24 h / 24;Oui;;;"{""coordinates"": [[2.3511711256542727, 48.86052384157861]], ""type"": ""MultiPoint""}";48.86052384157861;2.3511711256542727
SANISETTE;;17  RUE DU FOUR;75006;24 h / 24;Oui;;;"{""coordinates"": [[2.3345902724542924, 48.85272198682076]], ""type"": ""MultiPoint""}";48.85272198682076;2.3345902724542924
SANISETTE;;RUE VIGNON;75008;24 h / 24;Oui;;;"{""coordinates"": [[2.326530446470862, 48.872527840149864]], ""type"": ""MultiPoint""}";48.872527840149864;2.326530446470862
SANISETTE;;44  BOULEVARD MALESHERBES;75008;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3204516853543, 48.874358402257364]], ""type"": ""MultiPoint""}";48.874358402257364;2.3204516853543
SANISETTE;;face au 19 AVENUE DE FRIEDLAND;75008;24 h / 24;Oui;;;"{""coordinates"": [[2.3023619929824695, 48.874613485017626]], ""type"": ""MultiPoint""}";48.874613485017626;2.3023619929824695
SANISETTE;;105  QUAI DE VALMY;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.362733834933827, 48.87459203532375]], ""type"": ""MultiPoint""}";48.87459203532375;2.362733834933827
SANISETTE;;195  BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.387880334234296, 48.85329245030505]], ""type"": ""MultiPoint""}";48.85329245030505;2.387880334234296
SANISETTE;;18  AVENUE JEAN AICARD;75011;6 h - 1 h;Oui;;;"{""coordinates"": [[2.380958599624834, 48.86569698373071]], ""type"": ""MultiPoint""}";48.86569698373071;2.380958599624834
SANISETTE;;53  BOULEVARD SAINT MARCEL;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.355645972582196, 48.83791159547437]], ""type"": ""MultiPoint""}";48.83791159547437;2.355645972582196
SANISETTE;;3  BOULEVARD DE L HOPITAL;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.3643340026266464, 48.843074044377055]], ""type"": ""MultiPoint""}";48.843074044377055;2.3643340026266464
TOILETTES;;SQUARE DE LA RUE LEON FRAPIE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-leon-frapie-2722;"{""coordinates"": [[2.412143697210469, 48.87242040549556]], ""type"": ""MultiPoint""}";48.87242040549556;2.412143697210469
TOILETTES;;JARDIN CYPRIAN KAMIL NORWID;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-cyprian-norwid-2859;"{""coordinates"": [[2.3775406685316156, 48.82811812493831]], ""type"": ""MultiPoint""}";48.82811812493831;2.3775406685316156
TOILETTES;;JARDIN D'EOLE - AIRE DE JEUX;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""coordinates"": [[2.366157104749158, 48.88834803556917]], ""type"": ""MultiPoint""}";48.88834803556917;2.366157104749158
TOILETTES;;SQUARE RENE LE GALL;75013;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-rene-le-gall-1766;"{""coordinates"": [[2.348139173841785, 48.83133948652227]], ""type"": ""MultiPoint""}";48.83133948652227;2.348139173841785
TOILETTES;;SQUARE HELOISE ET ABELARD;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-heloise-et-abelard-2498;"{""coordinates"": [[2.369854778458344, 48.8312206941192]], ""type"": ""MultiPoint""}";48.8312206941192;2.369854778458344
TOILETTES;;SQUARE HENRI CADIOU;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-henri-cadiou-2529;"{""coordinates"": [[2.342501412608785, 48.834474259928996]], ""type"": ""MultiPoint""}";48.834474259928996;2.342501412608785
TOILETTES;;JARDIN BERTHE MORISOT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-berthe-morisot-2561;"{""coordinates"": [[2.3748344955656324, 48.826202786392535]], ""type"": ""MultiPoint""}";48.826202786392535;2.3748344955656324
TOILETTES;;SQUARE JEAN MOULIN;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-jean-moulin-2589;"{""coordinates"": [[2.3187785287541876, 48.82377533751298]], ""type"": ""MultiPoint""}";48.82377533751298;2.3187785287541876
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.380790074187596, 48.87685545505605]], ""type"": ""MultiPoint""}";48.87685545505605;2.380790074187596
TOILETTES;;JARDIN ILAN HALIMI (ANC. RUE DE FECAMP - MICHEL BIZOT);75012;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-ilan-halimi-2595;"{""coordinates"": [[2.4011909440459114, 48.836251069960134]], ""type"": ""MultiPoint""}";48.836251069960134;2.4011909440459114
TOILETTES;;JARDIN DES SERRES D'AUTEUIL;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-du-tchad-2622;"{""coordinates"": [[2.252823772299345, 48.84600297291628]], ""type"": ""MultiPoint""}";48.84600297291628;2.252823772299345
TOILETTES;;SQUARE SEVERINE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-severine-1776;"{""coordinates"": [[2.4097626243737653, 48.86626191493033]], ""type"": ""MultiPoint""}";48.86626191493033;2.4097626243737653
LAVATORY;;1 rue Lamarck;75018;;Oui;;;"{""coordinates"": [[2.343863211912119, 48.88626726174863]], ""type"": ""MultiPoint""}";48.88626726174863;2.343863211912119
WC PUBLICS PERMANENTS;;Boulevard Arago;75014;24h/24;;;;"{""coordinates"": [[2.3408276922295324, 48.8346877946027]], ""type"": ""MultiPoint""}";48.8346877946027;2.3408276922295324
